defindex,player_steamid,item,tick,silent,player_name,event_name,match_id
59,76561198026214582,knife,28337,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,28337,False,Connan,item_pickup,c3ddd683
520,76561198051880621,knife,28337,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,28337,False,Cujura,item_pickup,c3ddd683
49,76561198340888446,c4,28337,False,MonsTro,item_pickup,c3ddd683
9,76561198421514418,awp,28411,False,rodrigaoobrabo,item_pickup,c3ddd683
51,76561198421514418,vesthelm,28429,False,rodrigaoobrabo,item_pickup,c3ddd683
45,76561198178993731,smokegrenade,28433,False,Siraissi,item_pickup,c3ddd683
44,76561198178993731,hegrenade,28447,False,Siraissi,item_pickup,c3ddd683
51,76561198340888446,vesthelm,28535,False,MonsTro,item_pickup,c3ddd683
16,76561197996437459,m4a1,28551,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561198421514418,flashbang,28551,False,rodrigaoobrabo,item_pickup,c3ddd683
46,76561198340888446,molotov,28571,False,MonsTro,item_pickup,c3ddd683
51,76561197996437459,vesthelm,28571,False,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198026214582,ak47,28575,False,Connan,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,28581,False,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,28593,False,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,28603,False,MonsTro,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,28651,False,【﻿ＰＫ】,item_pickup,c3ddd683
16,76561198124241179,m4a1,28657,False,Talevor,item_pickup,c3ddd683
44,76561197996437459,hegrenade,28665,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,28673,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,28683,False,【﻿ＰＫ】,item_pickup,c3ddd683
49,76561198026214582,c4,28697,False,Connan,item_pickup,c3ddd683
7,76561198397576589,ak47,28699,False,AVARA KÉRABA,item_pickup,c3ddd683
60,76561198000238678,m4a1,28735,False,Erick,item_pickup,c3ddd683
45,76561198397576589,smokegrenade,28739,False,AVARA KÉRABA,item_pickup,c3ddd683
44,76561198397576589,hegrenade,28751,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198397576589,flashbang,28761,False,AVARA KÉRABA,item_pickup,c3ddd683
50,76561198000238678,vest,28913,False,Erick,item_pickup,c3ddd683
51,76561198124241179,vesthelm,28933,False,Talevor,item_pickup,c3ddd683
55,76561198124241179,defuser,28941,False,Talevor,item_pickup,c3ddd683
55,76561197996437459,defuser,28969,False,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198340888446,ak47,28973,False,MonsTro,item_pickup,c3ddd683
45,76561198000238678,smokegrenade,28993,False,Erick,item_pickup,c3ddd683
7,76561198026214582,ak47,29003,False,Connan,item_pickup,c3ddd683
43,76561198000238678,flashbang,29015,False,Erick,item_pickup,c3ddd683
43,76561198000238678,flashbang,29027,False,Erick,item_pickup,c3ddd683
16,76561198100001022,m4a1,29039,False,Luiz,item_pickup,c3ddd683
43,76561198124241179,flashbang,29045,False,Talevor,item_pickup,c3ddd683
48,76561198124241179,incgrenade,29055,False,Talevor,item_pickup,c3ddd683
51,76561198026214582,vesthelm,29057,False,Connan,item_pickup,c3ddd683
43,76561198124241179,flashbang,29093,False,Talevor,item_pickup,c3ddd683
48,76561198000238678,incgrenade,29113,False,Erick,item_pickup,c3ddd683
51,76561198100001022,vesthelm,29133,False,Luiz,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,29153,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,29167,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,29179,False,Luiz,item_pickup,c3ddd683
48,76561198100001022,incgrenade,29193,False,Luiz,item_pickup,c3ddd683
51,76561198051880621,vesthelm,29545,False,Cujura,item_pickup,c3ddd683
7,76561198051880621,ak47,29557,False,Cujura,item_pickup,c3ddd683
46,76561198051880621,molotov,29571,False,Cujura,item_pickup,c3ddd683
44,76561198051880621,hegrenade,29575,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,29575,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,29575,False,Cujura,item_pickup,c3ddd683
43,76561198026214582,flashbang,33951,False,Connan,item_pickup,c3ddd683
43,76561198178993731,flashbang,34509,True,Siraissi,item_pickup,c3ddd683
42,76561198000238678,knife,36194,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,36194,False,Erick,item_pickup,c3ddd683
59,76561198397576589,knife,36194,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,36194,False,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198100001022,knife,36194,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,36194,False,Luiz,item_pickup,c3ddd683
42,76561198124241179,knife,36194,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,36194,False,Talevor,item_pickup,c3ddd683
59,76561198340888446,knife,36194,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,36194,False,MonsTro,item_pickup,c3ddd683
42,76561197996437459,knife,36194,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,36194,False,【﻿ＰＫ】,item_pickup,c3ddd683
59,76561198026214582,knife,36194,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,36194,False,Connan,item_pickup,c3ddd683
42,76561198421514418,knife,36194,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,36194,False,rodrigaoobrabo,item_pickup,c3ddd683
49,76561198026214582,c4,36194,False,Connan,item_pickup,c3ddd683
46,76561198178993731,molotov,36334,False,Siraissi,item_pickup,c3ddd683
45,76561198178993731,smokegrenade,36350,False,Siraissi,item_pickup,c3ddd683
44,76561198178993731,hegrenade,36364,False,Siraissi,item_pickup,c3ddd683
46,76561198051880621,molotov,36398,False,Cujura,item_pickup,c3ddd683
44,76561198051880621,hegrenade,36406,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,36406,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,36406,False,Cujura,item_pickup,c3ddd683
7,76561198026214582,ak47,36440,False,Connan,item_pickup,c3ddd683
51,76561198340888446,vesthelm,36460,False,MonsTro,item_pickup,c3ddd683
51,76561198026214582,vesthelm,36482,False,Connan,item_pickup,c3ddd683
7,76561198340888446,ak47,36518,False,MonsTro,item_pickup,c3ddd683
64,76561197996437459,deagle,36560,False,【﻿ＰＫ】,item_pickup,c3ddd683
46,76561198340888446,molotov,36574,False,MonsTro,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,36586,False,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,36600,False,MonsTro,item_pickup,c3ddd683
1,76561198100001022,deagle,36602,False,Luiz,item_pickup,c3ddd683
50,76561198100001022,vest,36630,False,Luiz,item_pickup,c3ddd683
34,76561198000238678,mp9,36632,False,Erick,item_pickup,c3ddd683
44,76561198100001022,hegrenade,36682,False,Luiz,item_pickup,c3ddd683
50,76561198000238678,vest,36728,False,Erick,item_pickup,c3ddd683
7,76561198397576589,ak47,36788,False,AVARA KÉRABA,item_pickup,c3ddd683
51,76561197996437459,vesthelm,36794,False,【﻿ＰＫ】,item_pickup,c3ddd683
36,76561198124241179,p250,36850,False,Talevor,item_pickup,c3ddd683
7,76561198178993731,ak47,36850,False,Siraissi,item_pickup,c3ddd683
51,76561198397576589,vesthelm,36868,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198000238678,flashbang,36880,False,Erick,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,36904,False,【﻿ＰＫ】,item_pickup,c3ddd683
46,76561198397576589,molotov,36908,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198397576589,smokegrenade,36922,False,AVARA KÉRABA,item_pickup,c3ddd683
44,76561198397576589,hegrenade,36934,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198397576589,flashbang,36942,False,AVARA KÉRABA,item_pickup,c3ddd683
31,76561198421514418,taser,37018,False,rodrigaoobrabo,item_pickup,c3ddd683
63,76561198421514418,p250,37160,False,rodrigaoobrabo,item_pickup,c3ddd683
7,76561198421514418,ak47,39072,True,rodrigaoobrabo,item_pickup,c3ddd683
7,76561197996437459,ak47,39090,False,【﻿ＰＫ】,item_pickup,c3ddd683
46,76561198421514418,molotov,39126,True,rodrigaoobrabo,item_pickup,c3ddd683
64,76561197996437459,deagle,39352,False,【﻿ＰＫ】,item_pickup,c3ddd683
36,76561198397576589,p250,41890,True,AVARA KÉRABA,item_pickup,c3ddd683
46,76561198100001022,molotov,43226,True,Luiz,item_pickup,c3ddd683
7,76561198100001022,ak47,43226,True,Luiz,item_pickup,c3ddd683
31,76561198100001022,taser,43324,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,43406,False,Luiz,item_pickup,c3ddd683
42,76561198000238678,knife,45722,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,45722,False,Erick,item_pickup,c3ddd683
42,76561198421514418,knife,45722,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,45722,False,rodrigaoobrabo,item_pickup,c3ddd683
42,76561197996437459,knife,45722,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,45722,False,【﻿ＰＫ】,item_pickup,c3ddd683
59,76561198397576589,knife,45722,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,45722,False,AVARA KÉRABA,item_pickup,c3ddd683
520,76561198051880621,knife,45722,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,45722,False,Cujura,item_pickup,c3ddd683
59,76561198340888446,knife,45722,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,45722,False,MonsTro,item_pickup,c3ddd683
59,76561198178993731,knife,45722,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,45722,False,Siraissi,item_pickup,c3ddd683
42,76561198124241179,knife,45722,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,45722,False,Talevor,item_pickup,c3ddd683
59,76561198026214582,knife,45722,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,45722,False,Connan,item_pickup,c3ddd683
49,76561198397576589,c4,45722,False,AVARA KÉRABA,item_pickup,c3ddd683
51,76561198051880621,vesthelm,45846,False,Cujura,item_pickup,c3ddd683
16,76561197996437459,m4a1,45880,False,【﻿ＰＫ】,item_pickup,c3ddd683
51,76561197996437459,vesthelm,45898,False,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198051880621,ak47,45910,False,Cujura,item_pickup,c3ddd683
44,76561198051880621,hegrenade,45934,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,45934,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,45934,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,45934,False,Cujura,item_pickup,c3ddd683
9,76561198421514418,awp,45944,False,rodrigaoobrabo,item_pickup,c3ddd683
51,76561198421514418,vesthelm,45976,False,rodrigaoobrabo,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,45988,False,【﻿ＰＫ】,item_pickup,c3ddd683
44,76561197996437459,hegrenade,46000,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,46008,False,【﻿ＰＫ】,item_pickup,c3ddd683
49,76561198051880621,c4,46012,False,Cujura,item_pickup,c3ddd683
43,76561197996437459,flashbang,46018,False,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198026214582,ak47,46048,False,Connan,item_pickup,c3ddd683
36,76561198421514418,p250,46128,False,rodrigaoobrabo,item_pickup,c3ddd683
51,76561198178993731,vesthelm,46160,False,Siraissi,item_pickup,c3ddd683
7,76561198178993731,ak47,46188,False,Siraissi,item_pickup,c3ddd683
55,76561197996437459,defuser,46208,False,【﻿ＰＫ】,item_pickup,c3ddd683
51,76561198100001022,vesthelm,46226,False,Luiz,item_pickup,c3ddd683
60,76561198000238678,m4a1,46240,False,Erick,item_pickup,c3ddd683
46,76561198178993731,molotov,46272,False,Siraissi,item_pickup,c3ddd683
45,76561198421514418,smokegrenade,46280,False,rodrigaoobrabo,item_pickup,c3ddd683
45,76561198178993731,smokegrenade,46288,False,Siraissi,item_pickup,c3ddd683
44,76561198178993731,hegrenade,46300,False,Siraissi,item_pickup,c3ddd683
43,76561198178993731,flashbang,46310,False,Siraissi,item_pickup,c3ddd683
51,76561198340888446,vesthelm,46368,False,MonsTro,item_pickup,c3ddd683
51,76561198000238678,vesthelm,46368,False,Erick,item_pickup,c3ddd683
7,76561198397576589,ak47,46426,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198000238678,smokegrenade,46446,False,Erick,item_pickup,c3ddd683
48,76561198000238678,incgrenade,46464,False,Erick,item_pickup,c3ddd683
43,76561198000238678,flashbang,46480,False,Erick,item_pickup,c3ddd683
44,76561198000238678,hegrenade,46492,False,Erick,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,46500,False,Luiz,item_pickup,c3ddd683
16,76561198124241179,m4a1,46516,False,Talevor,item_pickup,c3ddd683
48,76561198100001022,incgrenade,46522,False,Luiz,item_pickup,c3ddd683
7,76561198340888446,ak47,46530,False,MonsTro,item_pickup,c3ddd683
51,76561198124241179,vesthelm,46540,False,Talevor,item_pickup,c3ddd683
43,76561198100001022,flashbang,46540,False,Luiz,item_pickup,c3ddd683
55,76561198000238678,defuser,46558,False,Erick,item_pickup,c3ddd683
51,76561198397576589,vesthelm,46568,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198124241179,smokegrenade,46578,False,Talevor,item_pickup,c3ddd683
43,76561198124241179,flashbang,46584,False,Talevor,item_pickup,c3ddd683
43,76561198124241179,flashbang,46594,False,Talevor,item_pickup,c3ddd683
7,76561198397576589,ak47,46600,False,AVARA KÉRABA,item_pickup,c3ddd683
48,76561198124241179,incgrenade,46604,False,Talevor,item_pickup,c3ddd683
43,76561198397576589,flashbang,46642,False,AVARA KÉRABA,item_pickup,c3ddd683
46,76561198340888446,molotov,46644,False,MonsTro,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,46654,False,MonsTro,item_pickup,c3ddd683
43,76561198397576589,flashbang,46656,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198340888446,flashbang,46666,False,MonsTro,item_pickup,c3ddd683
44,76561198340888446,hegrenade,46678,False,MonsTro,item_pickup,c3ddd683
49,76561198340888446,c4,46704,False,MonsTro,item_pickup,c3ddd683
50,76561198026214582,vest,46744,False,Connan,item_pickup,c3ddd683
55,76561198100001022,defuser,46958,False,Luiz,item_pickup,c3ddd683
49,76561198051880621,c4,47256,False,Cujura,item_pickup,c3ddd683
49,76561198397576589,c4,47478,False,AVARA KÉRABA,item_pickup,c3ddd683
46,76561198397576589,molotov,48188,False,AVARA KÉRABA,item_pickup,c3ddd683
49,76561198026214582,c4,48356,False,Connan,item_pickup,c3ddd683
49,76561198397576589,c4,49624,False,AVARA KÉRABA,item_pickup,c3ddd683
49,76561198026214582,c4,51272,True,Connan,item_pickup,c3ddd683
7,76561197996437459,ak47,53712,False,【﻿ＰＫ】,item_pickup,c3ddd683
55,76561198421514418,defuser,53956,False,rodrigaoobrabo,item_pickup,c3ddd683
59,76561198178993731,knife,53976,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,53976,False,Siraissi,item_pickup,c3ddd683
42,76561198124241179,knife,53976,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,53976,False,Talevor,item_pickup,c3ddd683
59,76561198397576589,knife,53976,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,53976,False,AVARA KÉRABA,item_pickup,c3ddd683
59,76561198026214582,knife,53976,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,53976,False,Connan,item_pickup,c3ddd683
42,76561198100001022,knife,53976,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,53976,False,Luiz,item_pickup,c3ddd683
59,76561198340888446,knife,53976,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,53976,False,MonsTro,item_pickup,c3ddd683
520,76561198051880621,knife,53976,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,53976,False,Cujura,item_pickup,c3ddd683
49,76561198051880621,c4,53976,False,Cujura,item_pickup,c3ddd683
45,76561198421514418,smokegrenade,54101,False,rodrigaoobrabo,item_pickup,c3ddd683
48,76561198421514418,incgrenade,54109,False,rodrigaoobrabo,item_pickup,c3ddd683
44,76561198421514418,hegrenade,54119,False,rodrigaoobrabo,item_pickup,c3ddd683
43,76561198421514418,flashbang,54127,False,rodrigaoobrabo,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,54167,False,【﻿ＰＫ】,item_pickup,c3ddd683
44,76561197996437459,hegrenade,54179,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,54187,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,54195,False,【﻿ＰＫ】,item_pickup,c3ddd683
45,76561198000238678,smokegrenade,54315,False,Erick,item_pickup,c3ddd683
48,76561198000238678,incgrenade,54333,False,Erick,item_pickup,c3ddd683
44,76561198000238678,hegrenade,54353,False,Erick,item_pickup,c3ddd683
43,76561198000238678,flashbang,54369,False,Erick,item_pickup,c3ddd683
16,76561198124241179,m4a1,54393,False,Talevor,item_pickup,c3ddd683
16,76561198100001022,m4a1,54431,False,Luiz,item_pickup,c3ddd683
51,76561198100001022,vesthelm,54449,False,Luiz,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,54473,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,54487,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,54501,False,Luiz,item_pickup,c3ddd683
51,76561198124241179,vesthelm,54527,False,Talevor,item_pickup,c3ddd683
48,76561198100001022,incgrenade,54533,False,Luiz,item_pickup,c3ddd683
55,76561198124241179,defuser,54537,False,Talevor,item_pickup,c3ddd683
55,76561198100001022,defuser,54549,False,Luiz,item_pickup,c3ddd683
43,76561198124241179,flashbang,54591,False,Talevor,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,55137,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,55279,True,Cujura,item_pickup,c3ddd683
30,76561198178993731,tec9,55287,True,Siraissi,item_pickup,c3ddd683
48,76561198124241179,incgrenade,55349,False,Talevor,item_pickup,c3ddd683
30,76561198340888446,tec9,55539,True,MonsTro,item_pickup,c3ddd683
49,76561198397576589,c4,58611,False,AVARA KÉRABA,item_pickup,c3ddd683
16,76561198000238678,m4a1,59445,True,Erick,item_pickup,c3ddd683
4,76561198124241179,glock,59675,False,Talevor,item_pickup,c3ddd683
42,76561198100001022,knife,59691,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,59691,False,Luiz,item_pickup,c3ddd683
520,76561198051880621,knife,59691,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,59691,False,Cujura,item_pickup,c3ddd683
59,76561198397576589,knife,59691,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,59691,False,AVARA KÉRABA,item_pickup,c3ddd683
59,76561198026214582,knife,59691,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,59691,False,Connan,item_pickup,c3ddd683
59,76561198178993731,knife,59691,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,59691,False,Siraissi,item_pickup,c3ddd683
59,76561198340888446,knife,59691,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,59691,False,MonsTro,item_pickup,c3ddd683
49,76561198178993731,c4,59691,False,Siraissi,item_pickup,c3ddd683
44,76561198421514418,hegrenade,59834,False,rodrigaoobrabo,item_pickup,c3ddd683
44,76561197996437459,hegrenade,59842,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,59844,False,【﻿ＰＫ】,item_pickup,c3ddd683
16,76561198100001022,m4a1,59898,False,Luiz,item_pickup,c3ddd683
48,76561198124241179,incgrenade,59940,False,Talevor,item_pickup,c3ddd683
45,76561198124241179,smokegrenade,59952,False,Talevor,item_pickup,c3ddd683
43,76561198124241179,flashbang,59964,False,Talevor,item_pickup,c3ddd683
51,76561198100001022,vesthelm,59992,False,Luiz,item_pickup,c3ddd683
60,76561198000238678,m4a1,59998,False,Erick,item_pickup,c3ddd683
51,76561198340888446,vesthelm,60010,False,MonsTro,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,60014,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,60026,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,60040,False,Luiz,item_pickup,c3ddd683
48,76561198100001022,incgrenade,60052,False,Luiz,item_pickup,c3ddd683
7,76561198340888446,ak47,60054,False,MonsTro,item_pickup,c3ddd683
55,76561198100001022,defuser,60066,False,Luiz,item_pickup,c3ddd683
43,76561198124241179,flashbang,60076,False,Talevor,item_pickup,c3ddd683
45,76561198000238678,smokegrenade,60084,False,Erick,item_pickup,c3ddd683
48,76561198000238678,incgrenade,60098,False,Erick,item_pickup,c3ddd683
43,76561198340888446,flashbang,60106,False,MonsTro,item_pickup,c3ddd683
43,76561198000238678,flashbang,60114,False,Erick,item_pickup,c3ddd683
44,76561198000238678,hegrenade,60128,False,Erick,item_pickup,c3ddd683
47,76561198340888446,decoy,60150,False,MonsTro,item_pickup,c3ddd683
7,76561198026214582,ak47,60216,False,Connan,item_pickup,c3ddd683
51,76561198026214582,vesthelm,60270,False,Connan,item_pickup,c3ddd683
51,76561198178993731,vesthelm,60382,False,Siraissi,item_pickup,c3ddd683
51,76561198397576589,vesthelm,60408,False,AVARA KÉRABA,item_pickup,c3ddd683
7,76561198178993731,ak47,60420,False,Siraissi,item_pickup,c3ddd683
7,76561198397576589,ak47,60442,False,AVARA KÉRABA,item_pickup,c3ddd683
46,76561198178993731,molotov,60456,False,Siraissi,item_pickup,c3ddd683
46,76561198397576589,molotov,60466,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198178993731,smokegrenade,60474,False,Siraissi,item_pickup,c3ddd683
45,76561198397576589,smokegrenade,60480,False,AVARA KÉRABA,item_pickup,c3ddd683
44,76561198178993731,hegrenade,60484,False,Siraissi,item_pickup,c3ddd683
51,76561198051880621,vesthelm,60616,False,Cujura,item_pickup,c3ddd683
7,76561198051880621,ak47,60626,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,60724,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,60746,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,60756,False,Cujura,item_pickup,c3ddd683
49,76561198340888446,c4,61386,False,MonsTro,item_pickup,c3ddd683
7,76561198340888446,ak47,61632,False,MonsTro,item_pickup,c3ddd683
49,76561198051880621,c4,62150,True,Cujura,item_pickup,c3ddd683
49,76561198026214582,c4,63470,True,Connan,item_pickup,c3ddd683
42,76561198421514418,knife,70081,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,70081,False,rodrigaoobrabo,item_pickup,c3ddd683
42,76561198124241179,knife,70081,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,70081,False,Talevor,item_pickup,c3ddd683
59,76561198340888446,knife,70081,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,70081,False,MonsTro,item_pickup,c3ddd683
59,76561198026214582,knife,70081,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,70081,False,Connan,item_pickup,c3ddd683
520,76561198051880621,knife,70081,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,70081,False,Cujura,item_pickup,c3ddd683
59,76561198397576589,knife,70081,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,70081,False,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198100001022,knife,70081,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,70081,False,Luiz,item_pickup,c3ddd683
42,76561197996437459,knife,70081,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,70081,False,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561198000238678,knife,70081,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,70081,False,Erick,item_pickup,c3ddd683
49,76561198340888446,c4,70081,False,MonsTro,item_pickup,c3ddd683
49,76561198026214582,c4,70321,False,Connan,item_pickup,c3ddd683
9,76561198421514418,awp,70339,False,rodrigaoobrabo,item_pickup,c3ddd683
51,76561198421514418,vesthelm,70357,False,rodrigaoobrabo,item_pickup,c3ddd683
16,76561197996437459,m4a1,70527,False,【﻿ＰＫ】,item_pickup,c3ddd683
51,76561197996437459,vesthelm,70549,False,【﻿ＰＫ】,item_pickup,c3ddd683
51,76561198051880621,vesthelm,70559,False,Cujura,item_pickup,c3ddd683
44,76561197996437459,hegrenade,70641,False,【﻿ＰＫ】,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,70641,False,【﻿ＰＫ】,item_pickup,c3ddd683
46,76561198178993731,molotov,70641,False,Siraissi,item_pickup,c3ddd683
45,76561198178993731,smokegrenade,70657,False,Siraissi,item_pickup,c3ddd683
44,76561198178993731,hegrenade,70669,False,Siraissi,item_pickup,c3ddd683
51,76561198340888446,vesthelm,70673,False,MonsTro,item_pickup,c3ddd683
43,76561197996437459,flashbang,70679,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561198178993731,flashbang,70681,False,Siraissi,item_pickup,c3ddd683
43,76561197996437459,flashbang,70693,False,【﻿ＰＫ】,item_pickup,c3ddd683
50,76561198178993731,vest,70725,False,Siraissi,item_pickup,c3ddd683
13,76561198340888446,galilar,70805,False,MonsTro,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,70867,False,MonsTro,item_pickup,c3ddd683
16,76561198124241179,m4a1,70871,False,Talevor,item_pickup,c3ddd683
43,76561198340888446,flashbang,70879,False,MonsTro,item_pickup,c3ddd683
50,76561198124241179,vest,70911,False,Talevor,item_pickup,c3ddd683
43,76561198340888446,flashbang,70933,False,MonsTro,item_pickup,c3ddd683
16,76561198100001022,m4a1,70959,False,Luiz,item_pickup,c3ddd683
50,76561198100001022,vest,70975,False,Luiz,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,71027,False,Luiz,item_pickup,c3ddd683
17,76561198051880621,mac10,71033,False,Cujura,item_pickup,c3ddd683
44,76561198100001022,hegrenade,71043,False,Luiz,item_pickup,c3ddd683
51,76561198397576589,vesthelm,71059,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198100001022,flashbang,71059,False,Luiz,item_pickup,c3ddd683
7,76561198026214582,ak47,71073,False,Connan,item_pickup,c3ddd683
43,76561198100001022,flashbang,71079,False,Luiz,item_pickup,c3ddd683
44,76561198051880621,hegrenade,71105,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,71105,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,71105,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,71105,False,Cujura,item_pickup,c3ddd683
51,76561198026214582,vesthelm,71113,False,Connan,item_pickup,c3ddd683
13,76561198397576589,galilar,71119,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198421514418,smokegrenade,71131,False,rodrigaoobrabo,item_pickup,c3ddd683
48,76561198421514418,incgrenade,71139,False,rodrigaoobrabo,item_pickup,c3ddd683
44,76561198421514418,hegrenade,71149,False,rodrigaoobrabo,item_pickup,c3ddd683
43,76561198421514418,flashbang,71157,False,rodrigaoobrabo,item_pickup,c3ddd683
